time,rssi,snr,crc_status,packet_rate,avg_packet_size,day,crc_error_rate,rssi_roll_mean,snr_roll_std,load_roll_mean
2020-05-02 16:50:39+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-39.4,3.9569348406729303,0.4
2020-05-02 17:10:20+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-40.45,2.7814914065017247,0.5
2019-04-02 22:22:21+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-67.0,7.09289354839678,1.1
2020-08-03 22:06:46+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-9.5,2.84604989415132,0.1
2020-08-03 17:51:43+00:00,-95.5,0.0,0.0,2,-1.0,03_08_2020,1.0,-20.05,2.5930676813378413,0.3
2020-08-03 15:54:18+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-20.95,2.477364190693823,0.3
2019-03-03 19:08:59+00:00,-100.0,-10.8,-1.0,1,0.0,03_03_2019,2.0,-55.175,6.2202201640205965,0.9
2020-07-03 22:33:22+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-22.6,3.6845020770185375,0.2
2020-07-03 01:57:41+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-39.0,6.806696049561062,0.4
2019-03-03 08:53:06+00:00,-109.0,-8.6,0.3333333333333333,3,17.333333333333332,03_03_2019,0.6666666666666667,-77.79166666666666,4.226138899752234,2.0
2020-05-02 03:12:19+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-29.1,6.357357941786677,0.3
2020-07-03 13:19:38+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-28.3,4.079270087214486,0.3
2019-03-03 17:20:24+00:00,-112.0,-14.8,-1.0,1,0.0,03_03_2019,2.0,-66.66,6.056988617383301,1.3
2019-04-02 16:14:20+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-32.95,5.254373839425937,0.4
2019-04-02 17:51:55+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-66.84142857142857,5.262291735393406,2.5
2019-03-03 08:00:05+00:00,-115.0,-8.5,-1.0,1,0.0,03_03_2019,2.0,-68.05,4.22447892907766,0.9
2020-07-03 00:03:28+00:00,-105.0,-3.9,0.0,2,-1.0,03_07_2020,1.0,-28.3,5.173178691846653,0.4
2020-07-03 15:52:20+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-19.8,2.092207765335904,0.2
2020-07-03 17:02:59+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-25.2,6.976277262583743,0.3
2019-04-02 12:22:13+00:00,-106.0,-2.0,-1.0,1,0.0,02_04_2019,2.0,-73.66666666666666,5.100055146760565,1.4
2019-03-03 18:39:42+00:00,-105.0,-6.166666666666667,0.3333333333333333,3,19.33333333333333,03_03_2019,0.6666666666666667,-77.51666666666668,4.058921358266487,1.6
2020-05-02 14:41:26+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-40.3,6.059886320899123,0.4
2019-04-02 13:03:04+00:00,-108.0,-18.5,-1.0,1,0.0,02_04_2019,2.0,-87.15,6.866872524781876,1.8
2019-04-02 05:12:24+00:00,-108.4,-4.7,0.6,5,22.0,02_04_2019,0.4,-66.74,4.30621285305339,1.8
2020-08-03 13:58:21+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-47.7,6.231684273845039,0.6
2020-05-02 10:29:47+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-42.2,6.58786763680014,0.4
2020-05-02 05:20:44+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-17.5,3.278905643994594,0.2
2019-03-03 02:08:50+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-66.64666666666668,5.941738740407402,1.4
2020-09-02 08:44:45+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-20.65,3.757810384903352,0.3
2020-05-02 14:32:38+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-9.8,4.743416490252359,0.1
2020-05-02 00:34:43+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-19.1,3.956429366655117,0.2
2020-05-02 17:51:50+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-18.6,3.3572640977766643,0.2
2020-08-03 09:13:30+00:00,-88.0,-15.0,1.0,1,-1.0,03_08_2020,0.0,-17.5,5.375096898351237,0.2
2020-05-02 05:40:04+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-20.15,2.144994172485739,0.3
2020-08-03 21:22:09+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-9.2,5.945082001116455,0.1
2020-07-03 14:07:50+00:00,-105.0,0.0,1.0,1,-1.0,03_07_2020,0.0,-49.0,4.206357622033926,0.5
2020-05-02 10:44:34+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,0.0,0.0,0.0
2020-08-03 10:03:42+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-28.95,3.010726195159698,0.4
2020-05-02 03:01:11+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-28.8,3.0061095197018486,0.5
2019-04-02 22:46:21+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-43.2,4.386490202461999,1.0
2020-07-03 16:37:21+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-39.6,6.2085603985321,0.4
2019-03-03 19:37:36+00:00,-105.0,-9.0,1.0,1,29.0,03_03_2019,0.0,-42.7,6.209535677756621,0.7
2020-05-02 23:28:17+00:00,-83.0,7.2,1.0,1,-1.0,02_05_2020,0.0,-49.5,6.6255062699639655,0.5
2019-04-02 03:46:28+00:00,-118.0,-9.5,-1.0,1,0.0,02_04_2019,2.0,-78.8,4.715683790407401,1.2
2020-05-02 01:47:20+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-29.0,5.297892662810806,0.5
2020-07-03 13:57:38+00:00,-94.0,7.8,1.0,1,-1.0,03_07_2020,0.0,-27.8,4.365330584401312,0.3
2020-08-03 15:52:54+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-19.1,3.602715025581997,0.2
2019-04-02 11:26:20+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-54.0,5.131495883268328,1.0
2019-04-02 18:00:12+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-43.60833333333333,5.695073203769716,1.2
2019-03-03 10:25:22+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-53.99,3.995288892349594,1.2
2020-05-02 11:25:40+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,0.0,0.0,0.0
2019-04-02 02:51:04+00:00,-115.0,-10.5,-1.0,1,0.0,02_04_2019,2.0,-33.85,5.092478113191373,0.4
2019-04-02 23:44:21+00:00,-113.75,-10.325,0.5,8,21.75,02_04_2019,0.5,-54.78333333333333,5.623616496525967,1.9
2020-08-03 22:22:49+00:00,-87.0,2.0,1.0,1,-1.0,03_08_2020,0.0,-40.1,5.53044352249928,0.5
2020-08-03 18:58:56+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-30.35,5.731016973937031,0.4
2019-04-02 11:00:19+00:00,-106.16666666666669,-5.5,1.0,6,29.666666666666668,02_04_2019,0.0,-54.01666666666667,4.567307335432497,1.5
2020-05-02 18:51:54+00:00,-94.0,0.0,1.0,1,-1.0,02_05_2020,0.0,-41.3,2.590602675483183,0.4
2019-03-03 15:37:24+00:00,-104.25,-5.75,1.0,4,29.0,03_03_2019,0.0,-54.35,2.934242380014017,1.9
2019-03-03 10:15:24+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-77.45,5.348211019687844,1.1
2020-07-03 11:19:09+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-9.9,2.150348808914121,0.1
2020-07-03 21:36:49+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-29.8,3.787244674195283,0.3
2020-05-02 09:22:22+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-41.15,3.202642138401477,0.6
2019-03-03 00:34:11+00:00,-113.5,-7.0,1.0,2,29.0,03_03_2019,0.0,-78.375,4.874078260439446,1.7
2019-03-03 11:29:20+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-22.5,2.529822128134424,0.3
2020-08-03 01:50:50+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-10.5,4.04771540501534,0.1
2020-05-02 15:12:33+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-10.7,3.478505426184918,0.1
2020-05-02 16:53:27+00:00,-100.0,-1.0,1.0,1,-1.0,02_05_2020,0.0,-32.4,6.194944175158638,0.3
2020-08-03 14:43:09+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-9.9,4.743416490252416,0.1
2019-03-03 07:02:05+00:00,-111.0,-0.5,1.0,2,29.0,03_03_2019,0.0,-87.95,3.810767821435424,1.8
2019-04-02 00:24:46+00:00,-113.0,-13.8,-1.0,1,0.0,02_04_2019,2.0,-44.73,5.254348886610236,0.9
2019-03-03 15:14:00+00:00,-103.0,-7.5,-1.0,1,0.0,03_03_2019,2.0,-43.33333333333333,4.362326086950398,0.7
2020-05-02 22:25:52+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-10.6,4.174206511422068,0.1
2020-07-03 07:47:28+00:00,-107.0,-6.0,1.0,1,-1.0,03_07_2020,0.0,-59.15,5.029361015300159,1.0
2020-08-03 10:42:59+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-20.1,4.117388600665174,0.2
2019-04-02 04:09:49+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-43.16666666666667,3.728305145673976,1.2
2020-08-03 07:20:12+00:00,-89.0,11.0,1.0,1,-1.0,03_08_2020,0.0,-18.5,4.325634186002026,0.2
2020-08-03 14:52:54+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-40.4,2.894055209486185,0.5
2020-08-03 11:47:29+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-29.35,2.830390628713587,0.4
2020-08-03 14:11:38+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-38.9,8.893999225445258,0.4
2019-03-03 03:29:45+00:00,-111.5,-2.5,1.0,2,29.0,03_03_2019,0.0,-63.3,4.930674959430347,1.2
2020-05-02 09:17:25+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-17.5,3.232491299291861,0.2
2019-04-02 01:57:13+00:00,-116.0,-9.0,-1.0,1,0.0,02_04_2019,2.0,-90.525,5.35730290766208,1.7
2020-05-02 16:34:57+00:00,-111.0,-6.8,1.0,1,-1.0,02_05_2020,0.0,-31.1,3.760038415879121,0.3
2020-05-02 01:59:16+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-25.4,4.137313272053331,0.4
2020-07-03 11:13:18+00:00,-100.0,0.8,1.0,1,-1.0,03_07_2020,0.0,-30.8,2.7909576213985745,0.3
2020-08-03 20:39:10+00:00,-102.0,-3.0,-1.0,1,-1.0,03_08_2020,2.0,-30.1,2.806421208585546,0.3
2019-04-02 15:25:10+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-40.86666666666667,5.74382760496474,0.8
2019-03-03 04:41:43+00:00,-106.5,-2.5,1.0,2,49.0,03_03_2019,0.0,-65.65,5.967562781869578,0.9
2019-04-02 09:10:25+00:00,-111.0,-6.0,1.0,1,31.0,02_04_2019,0.0,-54.133333333333326,4.713966639835411,1.0
2020-08-03 02:29:29+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-9.6,5.6920997883029525,0.1
2019-04-02 05:23:13+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-55.025,3.5793388588769037,1.1
2020-07-03 08:22:07+00:00,-107.0,-7.8,1.0,1,-1.0,03_07_2020,0.0,-39.6,4.243740488452589,0.4
2019-03-03 01:38:14+00:00,-116.5,-9.1,-1.0,2,0.0,03_03_2019,2.0,-75.66,5.182606534730073,2.0
2019-04-02 18:57:42+00:00,-106.75,-8.875,0.5,4,21.75,02_04_2019,0.5,-88.13333333333333,6.176401787708582,2.3
2019-03-03 21:21:37+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-55.1,3.9633354359398782,1.1
2019-03-03 13:09:03+00:00,-107.75,-2.125,1.0,4,29.0,03_03_2019,0.0,-55.04166666666667,5.800907296532358,1.2
2019-03-03 02:05:27+00:00,-108.14285714285714,0.8285714285714286,0.7142857142857143,7,24.285714285714285,03_03_2019,0.2857142857142857,-33.144285714285715,3.668823224805693,1.4
2020-09-02 11:16:20+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-20.1,4.535342691939775,0.2
2020-05-02 20:47:31+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-18.5,3.240370349203675,0.2
2020-08-03 03:04:28+00:00,-103.0,0.2,1.0,1,-1.0,03_08_2020,0.0,-40.6,2.6469269393431687,0.4
2020-05-02 00:56:43+00:00,-109.0,-18.5,-1.0,1,-1.0,02_05_2020,2.0,-30.65,6.738644769783571,0.4
2019-03-03 06:36:18+00:00,-112.0,-4.0,1.0,2,29.0,03_03_2019,0.0,-77.43333333333332,4.865398426835266,1.5
2019-03-03 05:09:52+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-54.25666666666668,2.9003620072744574,2.0
2020-09-02 11:59:25+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-42.3,2.2386752034775093,0.4
2019-04-02 16:34:43+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-64.5,5.652926970458123,1.1
2019-03-03 17:17:12+00:00,-110.0,-6.375,0.5,4,22.25,03_03_2019,0.5,-43.68333333333333,3.4981089468029416,1.4
2020-07-03 13:55:31+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-11.1,3.557562367689222,0.2
2020-07-03 10:56:47+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-7.9,3.16227766016811,0.1
2020-09-02 00:13:53+00:00,-97.0,4.5,1.0,1,-1.0,02_09_2020,0.0,-62.3,7.480017825290634,0.6
2020-09-02 06:27:56+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-30.6,6.84848726200004,0.4
2019-03-03 13:22:23+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-43.84285714285714,3.9763270578194905,1.4
2020-07-03 06:45:13+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-32.4,5.250449716188201,0.3
2019-04-02 12:39:15+00:00,-98.0,-11.8,-1.0,1,82.0,02_04_2019,2.0,-30.616666666666667,4.799027679297721,0.6
2020-07-03 00:17:09+00:00,-104.0,-17.2,-1.0,1,-1.0,03_07_2020,2.0,-49.25,7.611849315376569,0.6
2020-09-02 12:04:01+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-20.5,2.076348290200944,0.2
2019-03-03 09:43:51+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-75.525,6.260374167908882,2.1
2020-08-03 10:07:01+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-39.5,5.149584665021135,0.6
2020-05-02 02:29:03+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-10.7,3.320391543176498,0.1
2020-08-03 22:57:50+00:00,-87.0,3.0,1.0,1,-1.0,03_08_2020,0.0,-27.8,3.717167380322294,0.3
2019-03-03 15:08:40+00:00,-115.0,-12.2,-1.0,1,0.0,03_03_2019,2.0,-55.9,5.334481647212204,1.3
2020-07-03 22:48:29+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-10.1,1.6443843832870226,0.1
2020-09-02 11:32:00+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-49.6,5.976853501448484,0.5
2020-07-03 18:51:14+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-10.0,0.5692099788288544,0.1
2019-04-02 16:32:35+00:00,-111.0,-4.5,1.0,2,29.0,02_04_2019,0.0,-67.93333333333334,5.068189646836018,1.1
2020-08-03 17:38:56+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-20.8,1.791833325581774,0.3
2020-08-03 10:43:55+00:00,-102.0,-2.5,1.0,1,-1.0,03_08_2020,0.0,-19.8,3.634709219608872,0.2
2019-04-02 07:20:27+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-42.78333333333333,7.18330561995169,1.1
2020-07-03 17:05:41+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-21.9,2.443153699626475,0.2
2019-04-02 08:38:40+00:00,-107.5,-4.5,1.0,2,26.0,02_04_2019,0.0,-65.5,3.628992054735463,1.2
2019-03-03 06:34:18+00:00,-93.0,9.5,1.0,1,33.0,03_03_2019,0.0,-86.925,5.473658581936167,1.8
2019-03-03 12:25:55+00:00,-112.33333333333331,-8.666666666666666,1.0,3,27.0,03_03_2019,0.0,-64.95833333333334,4.300221656646936,2.0
2020-09-02 11:57:38+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-19.7,3.1131441769800943,0.2
2020-05-02 22:01:09+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-39.96666666666667,4.74890630683628,0.6
2020-07-03 08:37:51+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-20.5,3.7727090178453815,0.2
2019-03-03 07:32:07+00:00,-110.5,-0.5,1.0,2,29.0,03_03_2019,0.0,-77.65,4.3598674801469794,1.1
2020-07-03 23:48:44+00:00,0.0,0.0,0.0,0,0.0,03_07_2020,1.0,-21.2,6.093202040890283,0.2
2019-03-03 17:18:27+00:00,0.0,0.0,0.0,0,0.0,03_03_2019,1.0,-65.66666666666667,4.543847081086202,1.2
2019-03-03 00:49:58+00:00,-118.0,-10.466666666666669,0.3333333333333333,3,19.33333333333333,03_03_2019,0.6666666666666667,-79.61785714285715,4.442937453126638,2.9
2020-05-02 20:19:06+00:00,0.0,0.0,0.0,0,0.0,02_05_2020,1.0,-29.6,4.576267280461294,0.3
2020-09-02 01:16:34+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,-52.8,5.730318975027027,0.5
2020-09-02 03:34:56+00:00,0.0,0.0,0.0,0,0.0,02_09_2020,1.0,0.0,0.0,0.0
2019-04-02 07:33:10+00:00,0.0,0.0,0.0,0,0.0,02_04_2019,1.0,-52.17857142857142,5.205914132034186,1.5
2020-08-03 04:27:09+00:00,0.0,0.0,0.0,0,0.0,03_08_2020,1.0,-20.15,3.165477847023784,0.4
